"t" "p" "padj"
"1552508_at" 11.2589026437105 1.46587071880095e-17 4.58407421753292e-16
"1552509_a_at" 1.93912281717266 0.0558130006871707 0.0944514122026383
"1552510_at" -3.09327434475678 0.00245164184194131 0.00684999412770091
"1552511_a_at" 0.580254532103393 0.563015867474993 0.637928432213329
"1552514_at" -1.0926456665309 0.276669809341924 0.356512553054792
"1552515_at" 0.868875180086649 0.386795752589875 0.469405531370094
"1552516_a_at" -0.22377987599613 0.823308296908812 0.862471805366585
"1552518_s_at" -1.94978994521816 0.0539265166719582 0.0918120463980259
"1552519_at" -8.07432700405494 5.49462824691469e-13 9.6107263877351e-12
"1552520_at" -0.0882449853689764 0.929819858559987 0.946325915084503
"1552521_a_at" 3.42281144185285 0.00085255324679812 0.00280986707714398
"1552522_at" -1.92628258617355 0.0567518702729457 0.0957940204731882
"1552523_a_at" -3.72004708660135 0.000294691469131938 0.00112499431716533
"1552524_at" -2.64836893419901 0.00927688492556574 0.0209710529073856
"1552526_at" -2.61731289069287 0.0100332907420726 0.0223991184122087
"1552528_at" -2.76590454659676 0.00656541913932956 0.0157557987295305
"1552531_a_at" -0.29570454874821 0.767950741775463 0.816704552707812
"1552532_a_at" -0.685639362311265 0.494261075428735 0.573932623895071
"1552535_at" -3.77518033029412 0.000258894703715919 0.00100740551362627
"1552536_at" 0.0693746112993033 0.944802170438944 0.95776303670017
"1552538_a_at" -3.05193114997492 0.00279583046050296 0.00765365841907618
"1552541_at" -1.27688243911743 0.204307569651459 0.277335628570396
"1552543_a_at" -3.21493733347322 0.00170625481542517 0.00504195627851713
"1552544_at" -1.39618740371128 0.165519669115126 0.233224377384934
"1552546_a_at" 2.17261248028314 0.0329764830677764 0.0607897738506389
"1552548_at" -2.80770375885269 0.00574812593182972 0.0140729299072808
"1552549_a_at" -2.90937533276357 0.00431967047617322 0.0110436928835736
"1552552_s_at" 0.121137434615866 0.903816841519976 0.926170153852968
"1552553_a_at" 7.13263734300615 3.38003847795244e-10 4.13619524291832e-09
"1552554_a_at" 1.78917340941285 0.076852974678707 0.123166266436766
"1552555_at" 1.72304090959449 0.0874992725158399 0.137036077429604
"1552557_a_at" 4.82584435611546 5.34084968956056e-06 3.25654115986362e-05
"1552558_a_at" -4.82272504124558 4.10777386862563e-06 2.57062506953597e-05
"1552559_a_at" -2.56073771744371 0.0117218275851242 0.0255479419985209
"1552563_a_at" 1.81000685556894 0.0730161117143046 0.11812643396851
"1552564_at" -1.74946935426619 0.0828735574480673 0.1309609384195
"1552568_at" -3.76079489014888 0.000283339700905836 0.00108745885034565
"1552569_a_at" -2.63770407746237 0.00940580233935394 0.0212209120194008
"1552570_at" -2.19519959975047 0.0303561271432193 0.0567538715812243
"1552575_a_at" 1.23526465187466 0.219203070510991 0.293977763960506
"1552576_at" -3.05177273299237 0.00277243821751178 0.00760165333779209
"1552579_a_at" -2.03517392974055 0.0441780959152183 0.0776951096321264
"1552580_at" -4.84392869716507 4.39013220003986e-06 2.7293272026411e-05
"1552583_s_at" -6.14568639944916 9.1328880600199e-09 9.09089070577351e-08
"1552584_at" 2.13922324111033 0.0345352782661281 0.0632038179180696
"1552585_s_at" 1.63257202485161 0.106034443165931 0.160919234455821
"1552586_at" -3.03616562577433 0.00293528634476284 0.00797974217661283
"1552587_at" -3.11985455959241 0.00225888601316412 0.00640008088584841
"1552588_a_at" -1.48269579858259 0.140876719883122 0.204014243352703
"1552590_a_at" -1.99861779074017 0.0479217924254503 0.083200811412002
"1552592_at" 0.883212969902915 0.379217481397924 0.461844761692635
"1552594_at" -3.95986064894268 0.000126530508461656 0.000541759100056539
"1552596_at" -3.02779680669952 0.00302958713656672 0.00819400906630727
"1552598_at" 1.39262546885285 0.166665821286654 0.234551410343127
"1552599_at" -2.52118904994446 0.0131286105090743 0.0281386249681303
"1552602_at" -2.29178818697201 0.0236140494792363 0.0459278386561559
"1552604_at" -2.63329643005072 0.00948203261041035 0.0213597236959723
"1552605_s_at" -2.23308544070394 0.0273530360915615 0.051998071223195
"1552607_at" 0.421039989372297 0.674451252971385 0.737597948309474
"1552608_at" -3.68654693265977 0.000341351619882164 0.00127848397470214
"1552609_s_at" -0.449578917036545 0.653771285521374 0.719289435326184
"1552610_a_at" 0.53961970297291 0.590520631009924 0.66323343460049
"1552611_a_at" 0.201809471157126 0.840431754321502 0.875675857569247
"1552612_at" -3.61440231418216 0.000441510993732244 0.00159768969203073
"1552613_s_at" -4.10353011409442 7.41337753430343e-05 0.000339878735494074
"1552615_at" -2.19623097354363 0.0304086834437342 0.0568257949892911
"1552616_a_at" -0.368635289407444 0.713151215549704 0.771084651690215
"1552617_a_at" -3.18078852547355 0.00188111262537559 0.00548285621348138
"1552619_a_at" -2.42032585587402 0.0170902614764892 0.0350784196966067
"1552621_at" 0.576909485866767 0.565016303251003 0.639819288456969
"1552622_s_at" -0.130511536327041 0.896370025003992 0.920468096135648
"1552625_a_at" -1.97627498383471 0.0502434589952118 0.0865644313135784
"1552626_a_at" 3.10982036608426 0.002324217685371 0.00655255144779785
"1552627_a_at" -2.65553145830113 0.00897538115524645 0.0203891951860377
"1552628_a_at" 2.05426465568694 0.0419438786793654 0.0744146656163778
"1552629_a_at" 0.421969206152964 0.673811823878312 0.737116647386848
"1552633_at" -0.159490442819289 0.873570793135401 0.902050168599232
"1552637_at" -3.99686871491518 0.000110470217397714 0.000482586719533723
"1552639_at" 1.59758117528817 0.112913681050775 0.169573053899694
"1552641_s_at" -2.552272101998 0.0119313350007729 0.0259294280160291
"1552646_at" 0.383845103153485 0.701857371565308 0.761470889787793
"1552648_a_at" -2.3614210880834 0.0200131011317403 0.0400271042827321
"1552649_a_at" -4.08552704838134 7.70242696598003e-05 0.0003514965000158
"1552652_at" -1.7542719259354 0.082482810331725 0.130464256227778
"1552656_s_at" -2.37799493389186 0.0192250709155611 0.0387065361907483
"1552658_a_at" 8.71302220666789 3.42579246016588e-13 6.16212162220757e-12
"1552660_a_at" -2.63373581313451 0.00955173070649893 0.0214850998631838
"1552661_at" 1.77499158720903 0.0787278187186457 0.125563273393951
"1552662_a_at" -0.0369673139819456 0.970574837755091 0.977269824269523
"1552663_a_at" 2.20314780112919 0.0297163015428082 0.0557304032220485
"1552664_at" 3.3089549606471 0.00121732361480776 0.00379275017157591
"1552665_at" -0.634880381043008 0.526676656639397 0.604361838027805
"1552666_a_at" -1.45944187692776 0.14682823889218 0.211178916178022
"1552667_a_at" 7.29317542569352 9.07387817136913e-11 1.20518809893596e-09
"1552669_at" -1.80146269983577 0.074353416847553 0.119922686461315
"1552670_a_at" 4.99341985105439 2.22655144363771e-06 1.46941136691588e-05
"1552672_a_at" -1.1414770096028 0.255867226065887 0.33417041400576
"1552673_at" -1.98436228003543 0.0492910682848304 0.0851981130035192
"1552674_at" 0.108246662949496 0.913986919865561 0.934080187179597
"1552675_at" -1.17932274097261 0.24075024271658 0.317621337731676
"1552678_a_at" -1.38881621303159 0.167456320630294 0.235467210468639
"1552680_a_at" -3.41979722049031 0.000875033490724333 0.00287116320252087
"1552682_a_at" -5.44243824761118 2.88062461084892e-07 2.26685080876788e-06
"1552685_a_at" -4.62351844621562 8.90572684738782e-06 5.14773516807131e-05
"1552686_at" -1.13871574086432 0.257219382945595 0.33559163610476
"1552687_a_at" -2.65369280765228 0.00911462011339621 0.0206547476014685
"1552689_at" -3.59031192526717 0.000516156427522052 0.00182986669899265
"1552691_at" 3.31558685328857 0.00123763228782138 0.00384539509677032
"1552693_at" -0.363865731368122 0.716603834195936 0.773893773240318
"1552694_at" -3.19605611900923 0.00178389312625217 0.00523823831904711
"1552695_a_at" -4.69375347215879 7.63801027266152e-06 4.49220286082644e-05
"1552696_at" -3.40006192449678 0.000892546220566297 0.00292085092460394
"1552698_at" -4.59864873616417 1.06337930124684e-05 6.04424958278831e-05
"1552701_a_at" -2.08574866735282 0.0389928824663001 0.0699482216696473
"1552703_s_at" -4.17822909942451 5.37520114134944e-05 0.000255817836387153
"1552708_a_at" -1.45834953805624 0.147190746554225 0.211640967992699
"1552711_a_at" -2.44562405085605 0.0161630099072205 0.0334608614244417
"1552712_a_at" 0.211695847762263 0.832681757893325 0.869827048175996
"1552713_a_at" -1.94927881642637 0.0538101391182271 0.0916441800445864
"1552714_at" 0.529083060744183 0.597904552183481 0.669681474683378
"1552715_a_at" 1.44754085044706 0.150708687086434 0.21584359635491
"1552716_at" -4.87692013717969 3.08640801150954e-06 1.98003983678959e-05
"1552717_s_at" 5.21104196674945 1.41459044417954e-06 9.73216293960727e-06
"1552718_at" -1.24612113011846 0.215221248604094 0.289475203909305
"1552721_a_at" 6.79887540103696 3.94227351003581e-09 4.15249628462673e-08
"1552722_at" 1.50458770882657 0.135387972099798 0.197373148327099
"1552724_at" -1.29358241296079 0.198692877565277 0.271025342492289
"1552725_s_at" -2.45998194034534 0.0153905433739698 0.0321133851610435
"1552727_s_at" 1.35601748021307 0.177688222189958 0.247315565512809
"1552730_at" 0.475164097006284 0.635496772403628 0.703684822842445
"1552731_at" -0.584989130758761 0.559672044389045 0.635015263865095
"1552732_at" 0.554975028477592 0.580206919583321 0.653518848047056
"1552733_at" 5.93677459169505 3.08132546664878e-08 2.83327429719312e-07
"1552734_at" -0.165018626652276 0.869187533488024 0.8985904246798
"1552735_at" 4.31652204772639 3.57193183865878e-05 0.000178255145457134
"1552736_a_at" 1.34812521455521 0.18055044739472 0.250646456382995
"1552737_s_at" -3.22148927804042 0.00162592414673357 0.00483743774799211
"1552738_a_at" -1.57159434340448 0.118615783975818 0.176754606062222
"1552739_s_at" -1.32850025958868 0.186623485563833 0.257410704087252
"1552742_at" -3.56466389648341 0.000508407905470178 0.00180614849133289
"1552743_at" -1.38318130472296 0.169386033600018 0.237706120647696
"1552745_at" -0.676719777655063 0.500020637065779 0.579226140647766
"1552747_a_at" -1.25947527934454 0.210619773115836 0.28430529999438
"1552750_at" -2.59523538047983 0.010649103109306 0.0235652496123
"1552751_a_at" -2.08967993622047 0.0387573095341792 0.0696326009384672
"1552752_a_at" -0.671825299199056 0.502935267943255 0.581979569077447
"1552754_a_at" 2.04688829907469 0.044010583559778 0.0774465497666316
"1552757_s_at" -3.56917151405912 0.000509868094364107 0.00181017654911651
"1552758_at" -0.851354475064425 0.396513313596789 0.479056829504139
"1552760_at" 3.30822202286353 0.00136663127943146 0.00418120953011383
"1552761_at" -4.47520248790576 1.64053079988921e-05 8.93014649718886e-05
"1552763_at" -0.535528144734778 0.593417816295249 0.665644984785179
"1552765_x_at" -0.491533229719589 0.623923146986907 0.693412884380485
"1552766_at" 0.999671348509925 0.319406277377375 0.401076484780606
"1552767_a_at" 2.35313788759316 0.0201617391249215 0.0402814607537138
"1552768_at" -3.70546069353773 0.000322618566889167 0.00121640693071087
"1552769_at" -1.7117315771152 0.0894928661762599 0.139645753448609
"1552770_s_at" -1.46750275849516 0.144739596271533 0.208736418087399
"1552771_a_at" -3.37256249381157 0.00100393194078497 0.00322261862502411
"1552772_at" 0.772733179519218 0.441667999810464 0.522849606284897
"1552773_at" 1.1145674843962 0.267766504043638 0.34706521259622
"1552777_a_at" -2.60487361506588 0.0103333241583607 0.0229626550917551
"1552779_a_at" -4.86300123091772 3.29313674127494e-06 2.10051664358309e-05
"1552783_at" -1.76177019308474 0.0805524406491585 0.127926224100151
"1552785_at" 1.51491211371664 0.132278911846995 0.193598371620968
"1552788_a_at" -0.938563138728345 0.350180688728621 0.432820795460112
"1552789_at" 1.36370746524694 0.17499297650703 0.244208866184943
"1552790_a_at" 1.36696870986357 0.173959116997062 0.243020878147063
"1552791_a_at" 0.1724277437763 0.863548985232884 0.893927408489263
"1552792_at" -1.62334371737215 0.106948526641936 0.162073658552555
"1552793_at" 1.41732505869897 0.15895592384229 0.225623552458229
"1552794_a_at" 2.85546753473141 0.00510428960997751 0.0127163065036353
"1552796_a_at" -3.04350359805784 0.00291513105051802 0.00793223818780581
"1552797_s_at" -3.48386737588636 0.000693322828764727 0.00235359551150817
"1552798_a_at" 2.19847906621037 0.0298003712746709 0.055865467251638
"1552799_at" 1.10303598416265 0.27387510868105 0.353506732241241
"1552800_at" -2.16954159078778 0.0321669619812052 0.0595373905282994
"1552801_at" -1.83222974068714 0.0693963308952497 0.113244665299037
"1552803_a_at" -0.699979653487652 0.485230027824436 0.565369251314888
"1552806_a_at" 1.66309731025853 0.0998836371710816 0.153045005333612
"1552807_a_at" 7.92650647335422 5.24817396893838e-12 8.14862560782508e-11
"1552808_at" 0.13767912466559 0.890738670911746 0.916048456315711
"1552809_at" -3.00658934948329 0.0032667715090933 0.00873797382254462
"1552811_at" -2.808641977409 0.00580663071902291 0.0141903975193657
"1552812_a_at" -1.11982316885836 0.265010187980917 0.344048987088704
"1552813_at" -2.44621259915799 0.0159448357428636 0.0330910151571215
"1552814_a_at" -2.75984090193312 0.0067124945270346 0.0160428149209436
"1552816_at" -2.12103072504571 0.0361685808487419 0.0656219141042981
"1552818_a_at" -3.84274618387924 0.000195204209186959 0.000789813005553342
"1552819_at" -2.57859754371374 0.0110206775062039 0.0242521396470452
"1552822_at" 1.18054176121094 0.240951699819193 0.317852245294946
"1552825_at" -3.03137230344242 0.00299197734796554 0.00810951593061147
"1552826_at" -0.385509467623183 0.700646100571741 0.760541933408271
"1552827_s_at" -2.26475452642339 0.025284156198716 0.04863602372526
"1552828_at" -0.11203014559764 0.910977272125824 0.931776743584799
"1552830_at" -0.974782425655154 0.331674534459613 0.413660974329548
"1552833_at" -8.30767723115009 1.2906362740126e-13 2.44334405543129e-12
"1552834_at" -10.1816382274156 3.56518097212576e-18 1.19219974105562e-16
"1552835_at" 0.248153571490283 0.804419269179314 0.846818143580248
"1552836_at" -1.05493504965022 0.293462294013611 0.374046330765802
"1552837_at" -0.494666377056828 0.621924416469702 0.691663288120278
"1552839_at" -3.27236544757071 0.00137336874243676 0.00419777090133841
"1552841_s_at" -1.52538034266488 0.12981905001607 0.190607164889757
"1552842_at" -5.40132511381514 3.15555418387736e-07 2.46701403998516e-06
"1552843_at" -1.87265025464634 0.0634901295251125 0.105098463001338
"1552845_at" 1.48610377841659 0.140184536163527 0.203174699010969
"1552848_a_at" 4.44996507399624 2.44357873928909e-05 0.000127284665519372
"1552849_at" 2.66046628868779 0.00889383166600241 0.0202350174414918
"1552851_at" 1.05118629640778 0.295671649770953 0.376260384220861
"1552852_a_at" -0.0430827698694267 0.965705560762836 0.973515624136188
"1552853_at" -2.16124345922695 0.0330343248294989 0.0608786977992863
"1552854_a_at" -3.25301948796184 0.0015432891088753 0.00462726041934741
"1552856_at" -2.64751530034143 0.00919714400646168 0.0208173050388542
"1552857_a_at" -4.75945539577465 5.03816669112661e-06 3.08711194309228e-05
"1552858_at" 0.421245661148726 0.674313984144389 0.737484178202969
"1552860_at" -1.29766440380183 0.196814396318034 0.268876264904032
"1552863_a_at" -3.99680926883102 0.000111996837574099 0.000488438296545517
"1552865_a_at" -5.32441067321799 4.75270115493071e-07 3.59960938300137e-06
"1552867_at" 2.45037839775152 0.0160132578125448 0.033206613179666
"1552868_at" -2.99205507289665 0.00336785717817121 0.00896351360171219
"1552870_s_at" -6.22629548548703 6.71525813897795e-09 6.81742347099397e-08
"1552873_s_at" -1.06355750489359 0.289678506055778 0.370232825640125
"1552875_a_at" 0.287189107207555 0.774504684167614 0.822177057555569
"1552876_at" -1.99716035420853 0.0482079316468177 0.0836354275872834
"1552877_s_at" -2.36608878823506 0.0197143218692456 0.0395375359353912
"1552878_at" -1.97545778108238 0.0504400234580761 0.0868525102228135
"1552879_a_at" -1.91353786597096 0.0580295056914537 0.0975549066168457
"1552880_at" -3.42883200046379 0.000822315338008223 0.00272579690177896
"1552882_a_at" -1.560776760558 0.121047554530898 0.179750534829454
"1552885_a_at" -1.88107203736572 0.062613717270894 0.103842570366985
"1552887_at" -3.00757249127803 0.00327112252907099 0.00874803002636806
"1552889_a_at" -2.0265981609603 0.0450421016565382 0.0788894561497033
"1552892_at" -2.05813608322436 0.0416828052145539 0.074037324636586
"1552893_at" -1.46064923310785 0.146756011356463 0.211088716863085
"1552895_a_at" -1.32704984782233 0.187279815740105 0.258155498989412
"1552898_a_at" -3.6075764495118 0.000442272769613377 0.0015997598754152
"1552899_at" 0.0805883020618558 0.935897053773232 0.950875349418151
"1552900_a_at" -3.45361604018092 0.000752028181544497 0.00252391502955788
"1552902_a_at" 1.99012715962801 0.0500497719185145 0.0862709225017123
"1552903_at" -6.92890068693862 1.71099654811977e-10 2.1880539430206e-09
"1552904_at" 0.363933458841168 0.716537423182912 0.773859719473855
"1552906_at" -0.492686678806032 0.623139598793931 0.692663502830107
"1552908_at" -1.35841361822382 0.177114402985372 0.246609715484025
"1552910_at" 1.04537003705651 0.29792907663745 0.378694473827356
"1552912_a_at" -5.75892643267067 5.66365456822258e-08 4.99850181911052e-07
"1552913_at" 0.0859462592363426 0.931647523134488 0.947816471160826
"1552914_a_at" 4.12024931834562 7.4846426408159e-05 0.00034287589528289
"1552915_at" -1.5870018787296 0.115320258963285 0.172614736945819
"1552917_at" -2.69825304652878 0.00808548086315261 0.0187096575195079
"1552919_at" -3.53171616559951 0.000573456287295326 0.00200323724700701
"1552921_a_at" -3.52993995064221 0.000582870886573056 0.00203116817902304
"1552922_at" -3.87088355700721 0.000172736173766177 0.000708950028752693
